all_text/files3/3.827839.MNVIRZVCW4RZANEQ1Z0CYRXJNW3LVKFQB.txt,0.0617436
all_text/files3/3.827108.MM2N2OMDO25NLA5Q10JLH5Y0CICMUDT2A.txt,0.0617436
all_text/files3/3.814308.HU2UXQK1V02BGRDSJ0GHP4Y1K54PUUNCA.1.txt,0.0581391
all_text/files3/3.415540.B2VOYCIRT02LGVM054SXLRM1B44VFFW2A.1.txt,0.0547852
all_text/files3/3.413942.LRCDJXKF3UB4ZZXNHYKQJOXO2KNLKRCAA.1.txt,0.0547852
all_text/files3/3.416515.FNLKQBEMBA1Z0OBNAYJWTA2FWSMBVYUTB.1.txt,0.0547852
all_text/files3/3.415287.OPQJG2WJDLIOPCK5QI3M3BE3NGQKLYQ2B.txt,0.0345428
all_text/files3/3.391481.EK5KEMPHUYRHXRXOSQLSBB4WINOWP34WA.txt,0.0284504
all_text/files3/3.867370.KTC4KWHH1YHQBVPV4F4HINQGQS1A0KMVA.1.txt,0.0205028
all_text/files3/3.78276.PLY0CISDGYAPW5BTESZ2EIVWJMDLUY2YA.txt,0.0188379
all_text/files3/3.461261.NTJW3RUKJEXS2AWMH1XUN4XHTTN02GVIB.txt,0.0169224
all_text/files3/3.68511.AL02U2S2VTJBDBGF1DYGC3W4RK2CKFRPA.txt,0.0168719
all_text/files3/3.390043.IXZBBTUZECFM2N3YN4FJ2PVBJU5HS0XWB.txt,0.0165762
all_text/files3/3.409651.AKLRMFELVCJRTIKOG2MPTQJ3ZBDMZAHIB.1.txt,0.0158588
all_text/files3/3.823780.FLK0H4RMGQX5S5V4XGUIT0HCPIA3CFOEA.txt,0.015379
all_text/files3/3.480361.PANCZBKN45TCJFHQ41TWJWFZSRSKGS5RB.txt,0.0142459
all_text/files3/3.478601.KEDAMMU5MJMUKTLECRN2BZWSDSDCDFQCA.txt,0.0124864
all_text/files3/3.94306.CHWWQOXMM0YK00PWS5WLZAIDGOPDX4KNA.2.txt,0.0123504
all_text/files3/3.609983.GH2DPYTZL3R3WNMZH0Z2VKQ5FR4KJRP0A.txt,0.0119993
all_text/files3/3.881939.K2GUGI04330CWDSPPPX5AHGG2LLHCLPNB.1.txt,0.0117263
all_text/files3/3.892871.DGNMDLMSDTHRH2VSSUOYTEB2JISUI2J3A.1.txt,0.0117263
all_text/files3/3.604727.C1YKQERT0RQFV30SQWUHIXYMMYJYO5TDB.txt,0.0112003
all_text/files3/3.695982.HIDEDCJIJOV3EXAWCQNWUOQTPENU4KIBB.txt,0.0104855
all_text/files3/3.768680.BS0DVSMJXUVQ1NGDUPFAVB2XAQ11IVPGA.txt,0.0100926
all_text/files3/3.781148.FWUKIKKPARSOKYFDVJMUY0KI5GRIDEFUA.txt,0.00961525
all_text/files3/3.716075.K05G2OHZMA2QM42WJWMJWPRP4CM5UN40A.txt,0.00937963
all_text/files3/3.612097.H3GMMMXDBMZ0T020C4OUR1HY1W2P5NVHA.txt,0.00904725
all_text/files3/3.196458.F0RUOFX01CBOAZW0JSRHSXRL5JJCODMTB.txt,0.00874047
all_text/files3/3.60047.OUL4I34URC21EKCWWEQHHM1JD4P01O1AA.3.txt,0.0086571
all_text/files3/3.765453.HECDMCV54ZU2UBLW1S5VDK5VKP4QPSH5B.txt,0.00865545
all_text/files3/3.782556.N4YLA4P4WR1PWZ5IGQ5KY5NJLDQRKSH4B.2.txt,0.00846829
all_text/files3/3.263151.LLRSMOI01J50KGHDBJX0WKV2I2B2RL4YA.txt,0.00843952
all_text/files3/3.540597.NLICEDRJM4PIWZOL1HRPLSVDH05VXO4QA.1.txt,0.00789819
all_text/files3/3.899856.IQ5DNUZRNWQXGMQG4SVWL1PLRMWBX2CWA.txt,0.00760143
all_text/files3/3.300643.PLJ323QRPJMNBDI2L5VWFRH2RLFPNJKMA.txt,0.00730539
all_text/files3/3.42072.IF1LUQEETZ2GZJ32LY0W4FDTEHSSITTBB.1.txt,0.00728957
all_text/files3/3.36793.MPDZLHVJXO2ZUAWAEEW4VDHB4GVE0BUHA.1.txt,0.00727578
all_text/files3/3.435485.HHFL1YNF4JLF4J3EQDQRVDRO5XTHAT0ZA.1.txt,0.00727313
